keyword,search_volume,competition,competition_level,cpc,monthly_searches
red lentil rice,720,LOW,,0.28,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 480}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 590}, {'year': 2024, 'month': 12, 'search_volume': 390}, {'year': 2024, 'month': 11, 'search_volume': 720}, {'year': 2024, 'month': 10, 'search_volume': 2400}, {'year': 2024, 'month': 9, 'search_volume': 1000}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 590}]"
yellow split lentils,720,HIGH,,0.26,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 210}, {'year': 2025, 'month': 4, 'search_volume': 260}, {'year': 2025, 'month': 3, 'search_volume': 320}, {'year': 2025, 'month': 2, 'search_volume': 260}, {'year': 2025, 'month': 1, 'search_volume': 4400}, {'year': 2024, 'month': 12, 'search_volume': 260}, {'year': 2024, 'month': 11, 'search_volume': 390}, {'year': 2024, 'month': 10, 'search_volume': 880}, {'year': 2024, 'month': 9, 'search_volume': 390}, {'year': 2024, 'month': 8, 'search_volume': 210}, {'year': 2024, 'month': 7, 'search_volume': 170}]"
dried red lentils,390,HIGH,,0.29,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 260}, {'year': 2025, 'month': 4, 'search_volume': 260}, {'year': 2025, 'month': 3, 'search_volume': 390}, {'year': 2025, 'month': 2, 'search_volume': 390}, {'year': 2025, 'month': 1, 'search_volume': 1000}, {'year': 2024, 'month': 12, 'search_volume': 390}, {'year': 2024, 'month': 11, 'search_volume': 320}, {'year': 2024, 'month': 10, 'search_volume': 320}, {'year': 2024, 'month': 9, 'search_volume': 260}, {'year': 2024, 'month': 8, 'search_volume': 210}, {'year': 2024, 'month': 7, 'search_volume': 210}]"
steamed lentils,720,HIGH,,0.3,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 320}, {'year': 2025, 'month': 4, 'search_volume': 320}, {'year': 2025, 'month': 3, 'search_volume': 390}, {'year': 2025, 'month': 2, 'search_volume': 390}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 390}, {'year': 2024, 'month': 11, 'search_volume': 1600}, {'year': 2024, 'month': 10, 'search_volume': 2900}, {'year': 2024, 'month': 9, 'search_volume': 390}, {'year': 2024, 'month': 8, 'search_volume': 390}, {'year': 2024, 'month': 7, 'search_volume': 480}]"
frozen lentils,170,HIGH,,0.39,"[{'year': 2025, 'month': 6, 'search_volume': 170}, {'year': 2025, 'month': 5, 'search_volume': 170}, {'year': 2025, 'month': 4, 'search_volume': 140}, {'year': 2025, 'month': 3, 'search_volume': 170}, {'year': 2025, 'month': 2, 'search_volume': 140}, {'year': 2025, 'month': 1, 'search_volume': 320}, {'year': 2024, 'month': 12, 'search_volume': 170}, {'year': 2024, 'month': 11, 'search_volume': 140}, {'year': 2024, 'month': 10, 'search_volume': 170}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 210}, {'year': 2024, 'month': 7, 'search_volume': 140}]"
french puy lentils,140,HIGH,,0.5,"[{'year': 2025, 'month': 6, 'search_volume': 140}, {'year': 2025, 'month': 5, 'search_volume': 110}, {'year': 2025, 'month': 4, 'search_volume': 110}, {'year': 2025, 'month': 3, 'search_volume': 140}, {'year': 2025, 'month': 2, 'search_volume': 170}, {'year': 2025, 'month': 1, 'search_volume': 140}, {'year': 2024, 'month': 12, 'search_volume': 140}, {'year': 2024, 'month': 11, 'search_volume': 140}, {'year': 2024, 'month': 10, 'search_volume': 170}, {'year': 2024, 'month': 9, 'search_volume': 110}, {'year': 2024, 'month': 8, 'search_volume': 90}, {'year': 2024, 'month': 7, 'search_volume': 90}]"
whole lentils,260,MEDIUM,,0.28,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 320}, {'year': 2025, 'month': 4, 'search_volume': 720}, {'year': 2025, 'month': 3, 'search_volume': 260}, {'year': 2025, 'month': 2, 'search_volume': 210}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 170}, {'year': 2024, 'month': 11, 'search_volume': 210}, {'year': 2024, 'month': 10, 'search_volume': 170}, {'year': 2024, 'month': 9, 'search_volume': 170}, {'year': 2024, 'month': 8, 'search_volume': 170}, {'year': 2024, 'month': 7, 'search_volume': 140}]"
auga three lentil soup,50,HIGH,,0.03,"[{'year': 2025, 'month': 6, 'search_volume': 10}, {'year': 2025, 'month': 5, 'search_volume': 10}, {'year': 2025, 'month': 4, 'search_volume': 20}, {'year': 2025, 'month': 3, 'search_volume': 40}, {'year': 2025, 'month': 2, 'search_volume': 50}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 170}, {'year': 2024, 'month': 11, 'search_volume': 30}, {'year': 2024, 'month': 10, 'search_volume': 30}, {'year': 2024, 'month': 9, 'search_volume': 40}, {'year': 2024, 'month': 8, 'search_volume': 30}, {'year': 2024, 'month': 7, 'search_volume': 20}]"
golden lentils,170,HIGH,,0.6,"[{'year': 2025, 'month': 6, 'search_volume': 140}, {'year': 2025, 'month': 5, 'search_volume': 170}, {'year': 2025, 'month': 4, 'search_volume': 140}, {'year': 2025, 'month': 3, 'search_volume': 210}, {'year': 2025, 'month': 2, 'search_volume': 210}, {'year': 2025, 'month': 1, 'search_volume': 260}, {'year': 2024, 'month': 12, 'search_volume': 170}, {'year': 2024, 'month': 11, 'search_volume': 210}, {'year': 2024, 'month': 10, 'search_volume': 210}, {'year': 2024, 'month': 9, 'search_volume': 170}, {'year': 2024, 'month': 8, 'search_volume': 140}, {'year': 2024, 'month': 7, 'search_volume': 140}]"
lentils and rice,8100,LOW,,0.39,"[{'year': 2025, 'month': 6, 'search_volume': 8100}, {'year': 2025, 'month': 5, 'search_volume': 8100}, {'year': 2025, 'month': 4, 'search_volume': 8100}, {'year': 2025, 'month': 3, 'search_volume': 8100}, {'year': 2025, 'month': 2, 'search_volume': 8100}, {'year': 2025, 'month': 1, 'search_volume': 8100}, {'year': 2024, 'month': 12, 'search_volume': 6600}, {'year': 2024, 'month': 11, 'search_volume': 6600}, {'year': 2024, 'month': 10, 'search_volume': 6600}, {'year': 2024, 'month': 9, 'search_volume': 6600}, {'year': 2024, 'month': 8, 'search_volume': 6600}, {'year': 2024, 'month': 7, 'search_volume': 6600}]"
green lentil soup,2900,LOW,,0.76,"[{'year': 2025, 'month': 6, 'search_volume': 1600}, {'year': 2025, 'month': 5, 'search_volume': 1900}, {'year': 2025, 'month': 4, 'search_volume': 2400}, {'year': 2025, 'month': 3, 'search_volume': 2900}, {'year': 2025, 'month': 2, 'search_volume': 3600}, {'year': 2025, 'month': 1, 'search_volume': 5400}, {'year': 2024, 'month': 12, 'search_volume': 3600}, {'year': 2024, 'month': 11, 'search_volume': 3600}, {'year': 2024, 'month': 10, 'search_volume': 3600}, {'year': 2024, 'month': 9, 'search_volume': 2400}, {'year': 2024, 'month': 8, 'search_volume': 1600}, {'year': 2024, 'month': 7, 'search_volume': 1300}]"
crispy lentils,590,LOW,,0.34,"[{'year': 2025, 'month': 6, 'search_volume': 480}, {'year': 2025, 'month': 5, 'search_volume': 590}, {'year': 2025, 'month': 4, 'search_volume': 590}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 480}, {'year': 2025, 'month': 1, 'search_volume': 720}, {'year': 2024, 'month': 12, 'search_volume': 480}, {'year': 2024, 'month': 11, 'search_volume': 590}, {'year': 2024, 'month': 10, 'search_volume': 720}, {'year': 2024, 'month': 9, 'search_volume': 590}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 590}]"
macro lentil bites,10,LOW,,0.35,"[{'year': 2025, 'month': 6, 'search_volume': 10}, {'year': 2025, 'month': 5, 'search_volume': 10}, {'year': 2025, 'month': 4, 'search_volume': 10}, {'year': 2025, 'month': 3, 'search_volume': 10}, {'year': 2025, 'month': 2, 'search_volume': 20}, {'year': 2025, 'month': 1, 'search_volume': 10}, {'year': 2024, 'month': 12, 'search_volume': 10}, {'year': 2024, 'month': 11, 'search_volume': 0}, {'year': 2024, 'month': 10, 'search_volume': 0}, {'year': 2024, 'month': 9, 'search_volume': 10}, {'year': 2024, 'month': 8, 'search_volume': 10}, {'year': 2024, 'month': 7, 'search_volume': 0}]"
best lentils,720,HIGH,,0.59,"[{'year': 2025, 'month': 6, 'search_volume': 480}, {'year': 2025, 'month': 5, 'search_volume': 590}, {'year': 2025, 'month': 4, 'search_volume': 720}, {'year': 2025, 'month': 3, 'search_volume': 720}, {'year': 2025, 'month': 2, 'search_volume': 720}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 720}, {'year': 2024, 'month': 11, 'search_volume': 720}, {'year': 2024, 'month': 10, 'search_volume': 720}, {'year': 2024, 'month': 9, 'search_volume': 720}, {'year': 2024, 'month': 8, 'search_volume': 590}, {'year': 2024, 'month': 7, 'search_volume': 590}]"
lentils and diabetes,880,LOW,,0.39,"[{'year': 2025, 'month': 6, 'search_volume': 590}, {'year': 2025, 'month': 5, 'search_volume': 720}, {'year': 2025, 'month': 4, 'search_volume': 720}, {'year': 2025, 'month': 3, 'search_volume': 880}, {'year': 2025, 'month': 2, 'search_volume': 720}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 720}, {'year': 2024, 'month': 11, 'search_volume': 880}, {'year': 2024, 'month': 10, 'search_volume': 880}, {'year': 2024, 'month': 9, 'search_volume': 880}, {'year': 2024, 'month': 8, 'search_volume': 880}, {'year': 2024, 'month': 7, 'search_volume': 880}]"
dried green lentils,2900,MEDIUM,,0.32,"[{'year': 2025, 'month': 6, 'search_volume': 4400}, {'year': 2025, 'month': 5, 'search_volume': 5400}, {'year': 2025, 'month': 4, 'search_volume': 4400}, {'year': 2025, 'month': 3, 'search_volume': 4400}, {'year': 2025, 'month': 2, 'search_volume': 2400}, {'year': 2025, 'month': 1, 'search_volume': 2900}, {'year': 2024, 'month': 12, 'search_volume': 1900}, {'year': 2024, 'month': 11, 'search_volume': 1600}, {'year': 2024, 'month': 10, 'search_volume': 1900}, {'year': 2024, 'month': 9, 'search_volume': 1600}, {'year': 2024, 'month': 8, 'search_volume': 1300}, {'year': 2024, 'month': 7, 'search_volume': 1300}]"
caviar lentils,210,MEDIUM,,0.61,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 210}, {'year': 2025, 'month': 4, 'search_volume': 170}, {'year': 2025, 'month': 3, 'search_volume': 210}, {'year': 2025, 'month': 2, 'search_volume': 170}, {'year': 2025, 'month': 1, 'search_volume': 260}, {'year': 2024, 'month': 12, 'search_volume': 210}, {'year': 2024, 'month': 11, 'search_volume': 210}, {'year': 2024, 'month': 10, 'search_volume': 170}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 170}, {'year': 2024, 'month': 7, 'search_volume': 170}]"
lentil vegetable soup,4400,LOW,,0.27,"[{'year': 2025, 'month': 6, 'search_volume': 2400}, {'year': 2025, 'month': 5, 'search_volume': 2900}, {'year': 2025, 'month': 4, 'search_volume': 3600}, {'year': 2025, 'month': 3, 'search_volume': 4400}, {'year': 2025, 'month': 2, 'search_volume': 5400}, {'year': 2025, 'month': 1, 'search_volume': 8100}, {'year': 2024, 'month': 12, 'search_volume': 5400}, {'year': 2024, 'month': 11, 'search_volume': 5400}, {'year': 2024, 'month': 10, 'search_volume': 5400}, {'year': 2024, 'month': 9, 'search_volume': 4400}, {'year': 2024, 'month': 8, 'search_volume': 2900}, {'year': 2024, 'month': 7, 'search_volume': 2400}]"
jamie oliver lentils,30,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 30}, {'year': 2025, 'month': 5, 'search_volume': 30}, {'year': 2025, 'month': 4, 'search_volume': 40}, {'year': 2025, 'month': 3, 'search_volume': 30}, {'year': 2025, 'month': 2, 'search_volume': 20}, {'year': 2025, 'month': 1, 'search_volume': 40}, {'year': 2024, 'month': 12, 'search_volume': 30}, {'year': 2024, 'month': 11, 'search_volume': 30}, {'year': 2024, 'month': 10, 'search_volume': 40}, {'year': 2024, 'month': 9, 'search_volume': 40}, {'year': 2024, 'month': 8, 'search_volume': 30}, {'year': 2024, 'month': 7, 'search_volume': 20}]"
canned green lentils,140,HIGH,,0.36,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 110}, {'year': 2025, 'month': 4, 'search_volume': 110}, {'year': 2025, 'month': 3, 'search_volume': 140}, {'year': 2025, 'month': 2, 'search_volume': 140}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 140}, {'year': 2024, 'month': 11, 'search_volume': 170}, {'year': 2024, 'month': 10, 'search_volume': 170}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 110}, {'year': 2024, 'month': 7, 'search_volume': 90}]"
canned red lentils,140,HIGH,,0.27,"[{'year': 2025, 'month': 6, 'search_volume': 210}, {'year': 2025, 'month': 5, 'search_volume': 260}, {'year': 2025, 'month': 4, 'search_volume': 90}, {'year': 2025, 'month': 3, 'search_volume': 110}, {'year': 2025, 'month': 2, 'search_volume': 140}, {'year': 2025, 'month': 1, 'search_volume': 170}, {'year': 2024, 'month': 12, 'search_volume': 110}, {'year': 2024, 'month': 11, 'search_volume': 110}, {'year': 2024, 'month': 10, 'search_volume': 110}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 110}, {'year': 2024, 'month': 7, 'search_volume': 110}]"
dried brown lentils,110,HIGH,,0.24,"[{'year': 2025, 'month': 6, 'search_volume': 70}, {'year': 2025, 'month': 5, 'search_volume': 90}, {'year': 2025, 'month': 4, 'search_volume': 90}, {'year': 2025, 'month': 3, 'search_volume': 140}, {'year': 2025, 'month': 2, 'search_volume': 140}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 110}, {'year': 2024, 'month': 11, 'search_volume': 110}, {'year': 2024, 'month': 10, 'search_volume': 110}, {'year': 2024, 'month': 9, 'search_volume': 110}, {'year': 2024, 'month': 8, 'search_volume': 90}, {'year': 2024, 'month': 7, 'search_volume': 90}]"
lentil bites,70,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 50}, {'year': 2025, 'month': 5, 'search_volume': 50}, {'year': 2025, 'month': 4, 'search_volume': 50}, {'year': 2025, 'month': 3, 'search_volume': 70}, {'year': 2025, 'month': 2, 'search_volume': 70}, {'year': 2025, 'month': 1, 'search_volume': 90}, {'year': 2024, 'month': 12, 'search_volume': 50}, {'year': 2024, 'month': 11, 'search_volume': 50}, {'year': 2024, 'month': 10, 'search_volume': 50}, {'year': 2024, 'month': 9, 'search_volume': 90}, {'year': 2024, 'month': 8, 'search_volume': 70}, {'year': 2024, 'month': 7, 'search_volume': 90}]"
red lentil beans,260,HIGH,,0.34,"[{'year': 2025, 'month': 6, 'search_volume': 140}, {'year': 2025, 'month': 5, 'search_volume': 110}, {'year': 2025, 'month': 4, 'search_volume': 140}, {'year': 2025, 'month': 3, 'search_volume': 170}, {'year': 2025, 'month': 2, 'search_volume': 210}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 170}, {'year': 2024, 'month': 11, 'search_volume': 390}, {'year': 2024, 'month': 10, 'search_volume': 260}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 110}, {'year': 2024, 'month': 7, 'search_volume': 110}]"
melissa clark red lentil soup,590,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 320}, {'year': 2025, 'month': 5, 'search_volume': 390}, {'year': 2025, 'month': 4, 'search_volume': 390}, {'year': 2025, 'month': 3, 'search_volume': 720}, {'year': 2025, 'month': 2, 'search_volume': 880}, {'year': 2025, 'month': 1, 'search_volume': 1000}, {'year': 2024, 'month': 12, 'search_volume': 1300}, {'year': 2024, 'month': 11, 'search_volume': 720}, {'year': 2024, 'month': 10, 'search_volume': 720}, {'year': 2024, 'month': 9, 'search_volume': 720}, {'year': 2024, 'month': 8, 'search_volume': 170}, {'year': 2024, 'month': 7, 'search_volume': 140}]"
lentils food,1300,MEDIUM,,0.32,"[{'year': 2025, 'month': 6, 'search_volume': 1300}, {'year': 2025, 'month': 5, 'search_volume': 1300}, {'year': 2025, 'month': 4, 'search_volume': 1600}, {'year': 2025, 'month': 3, 'search_volume': 1600}, {'year': 2025, 'month': 2, 'search_volume': 1300}, {'year': 2025, 'month': 1, 'search_volume': 1600}, {'year': 2024, 'month': 12, 'search_volume': 1300}, {'year': 2024, 'month': 11, 'search_volume': 1300}, {'year': 2024, 'month': 10, 'search_volume': 1300}, {'year': 2024, 'month': 9, 'search_volume': 1000}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 1000}]"
tinned green lentils,140,HIGH,,0.36,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 110}, {'year': 2025, 'month': 4, 'search_volume': 110}, {'year': 2025, 'month': 3, 'search_volume': 140}, {'year': 2025, 'month': 2, 'search_volume': 140}, {'year': 2025, 'month': 1, 'search_volume': 210}, {'year': 2024, 'month': 12, 'search_volume': 140}, {'year': 2024, 'month': 11, 'search_volume': 170}, {'year': 2024, 'month': 10, 'search_volume': 170}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 110}, {'year': 2024, 'month': 7, 'search_volume': 90}]"
lentils for chickens,590,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 720}, {'year': 2025, 'month': 5, 'search_volume': 880}, {'year': 2025, 'month': 4, 'search_volume': 720}, {'year': 2025, 'month': 3, 'search_volume': 1000}, {'year': 2025, 'month': 2, 'search_volume': 1000}, {'year': 2025, 'month': 1, 'search_volume': 480}, {'year': 2024, 'month': 12, 'search_volume': 320}, {'year': 2024, 'month': 11, 'search_volume': 260}, {'year': 2024, 'month': 10, 'search_volume': 260}, {'year': 2024, 'month': 9, 'search_volume': 210}, {'year': 2024, 'month': 8, 'search_volume': 260}, {'year': 2024, 'month': 7, 'search_volume': 390}]"
healthy lentil soup,1000,LOW,,0.57,"[{'year': 2025, 'month': 6, 'search_volume': 590}, {'year': 2025, 'month': 5, 'search_volume': 720}, {'year': 2025, 'month': 4, 'search_volume': 880}, {'year': 2025, 'month': 3, 'search_volume': 1000}, {'year': 2025, 'month': 2, 'search_volume': 1000}, {'year': 2025, 'month': 1, 'search_volume': 1900}, {'year': 2024, 'month': 12, 'search_volume': 1300}, {'year': 2024, 'month': 11, 'search_volume': 1000}, {'year': 2024, 'month': 10, 'search_volume': 1000}, {'year': 2024, 'month': 9, 'search_volume': 880}, {'year': 2024, 'month': 8, 'search_volume': 720}, {'year': 2024, 'month': 7, 'search_volume': 590}]"
crunchy lentils,140,HIGH,,0.21,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 110}, {'year': 2025, 'month': 4, 'search_volume': 140}, {'year': 2025, 'month': 3, 'search_volume': 140}, {'year': 2025, 'month': 2, 'search_volume': 140}, {'year': 2025, 'month': 1, 'search_volume': 140}, {'year': 2024, 'month': 12, 'search_volume': 90}, {'year': 2024, 'month': 11, 'search_volume': 110}, {'year': 2024, 'month': 10, 'search_volume': 110}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 110}, {'year': 2024, 'month': 7, 'search_volume': 140}]"
